kategoria,transkrypt,gc_5prime,gc_overall,dlugosc
INTERGENIC,"ENSG00000255200[1,1,2]|retro_human_8813|PGAM1P8-202|transcribed_processed_pseudogene|chr11:65168292-65168845(-)",0.58,0.5424954792043399,553
INTERGENIC,"ENSG00000255200[1,1,2]|PGAM1P8-201|transcribed_processed_pseudogene|chr11:65168292-65168845(-)",0.58,0.5424954792043399,553
INTERGENIC,"ENSG00000239559[1,1,1]|retro_human_5513|RPL37P2-201|processed_pseudogene|chr11:67677651-67678038(-)",0.47,0.4599483204134367,387
INTERGENIC,"ENSG00000213333[1,1,1]|retro_human_2208|NPM1P50-201|transcribed_processed_pseudogene|chr11:75008760-75009727(-)",0.56,0.41468459152016546,967
INTERGENIC,"ENSG00000254755[1,1,1]|AP001189.2-201|processed_pseudogene|chr11:76520671-76520960(+)",0.35,0.3875432525951557,289
INTERGENIC,"ENSG00000227097[1,1,1]|retro_human_11170|RPS28P7-201|processed_pseudogene|chr11:82625952-82626262(+)",0.63,0.6258064516129033,310
INTERGENIC,"ENSG00000254965[1,1,1]|retro_human_6310|C1DP5-201|processed_pseudogene|chr11:83047479-83047962(-)",0.4,0.36438923395445133,483
INTERGENIC,"ENSG00000255222[1,1,1]|retro_human_5292|SETP17-201|processed_pseudogene|chr11:86237113-86238030(+)",0.44,0.40567066521264994,917
INTERGENIC,"ENSG00000255385[1,1,1]|UBTFL10-201|processed_pseudogene|chr11:89620398-89621060(+)",0.38,0.43202416918429004,662
INTERGENIC,"ENSG00000270689[1,1,1]|retro_human_8705|BUD13P1-201|processed_pseudogene|chr11:95150705-95152294(+)",0.54,0.47828823159219636,1589
INTERGENIC,"ENSG00000255282[1,4,4]|WTAPP1-205|transcribed_processed_pseudogene|chr11:102750737-102755658(+)",0.59,0.4346590909090909,704
INTERGENIC,"ENSG00000256167[1,1,1]|ATF4P4-202|transcribed_processed_pseudogene|chr11:113799519-113801549(+)",0.74,0.5645320197044335,2030
INTERGENIC,"ENSG00000232460[1,1,1]|retro_human_9594|BMPR1AP2-201|processed_pseudogene|chr11:121388009-121389121(-)",0.39,0.45323741007194246,1112
INTERGENIC,"ENSG00000271022[1,1,1]|retro_human_1792|AP002365.1-201|processed_pseudogene|chr11:121452781-121453653(-)",0.75,0.5837155963302753,872
INTERGENIC,"ENSG00000233541[1,1,1]|retro_human_1932|RPL31P47-201|processed_pseudogene|chr11:123079690-123080031(+)",0.53,0.4780058651026393,341
INTERGENIC,"ENSG00000187686[2,1,1]|retro_human_6981|KRT18P59-201|transcribed_processed_pseudogene|chr11:125142179-125143510(+)",0.51,0.531930879038317,1331
INTERGENIC,"ENSG00000254759[1,1,1]|retro_human_6982|NAP1L1P1-201|processed_pseudogene|chr11:126096987-126098150(+)",0.4,0.3748925193465176,1163
INTERGENIC,"ENSG00000254612[1,1,1]|retro_human_2729|DNAJB6P1-201|processed_pseudogene|chr11:127974108-127974950(-)",0.54,0.4323040380047506,842
INTERGENIC,"ENSG00000255262[1,1,1]|retro_human_8510|ELOBP2-201|processed_pseudogene|chr11:130068835-130069290(-)",0.69,0.6373626373626373,455
INTERGENIC,"ENSG00000256356[1,1,1]|retro_human_4705|HSPA8P5-201|processed_pseudogene|chr12:4104088-4106257(+)",0.55,0.46426924850161366,2169
INTERGENIC,"ENSG00000224906[1,1,1]|retro_human_773|SRP14P1-201|processed_pseudogene|chr12:6448831-6449286(+)",0.47,0.4461538461538462,455
INTERGENIC,"ENSG00000240370[1,5,4]|RPL13P5-201|transcribed_processed_pseudogene|chr12:6882636-6895097(+)",0.77,0.5340855665256229,2127
INTERGENIC,"ENSG00000270863[1,1,1]|retro_human_6038|DDX55P1-201|processed_pseudogene|chr12:11381850-11383364(+)",0.43,0.43130779392338175,1514
INTERGENIC,"ENSG00000198134[1,1,1]|retro_human_10361|PTMAP9-201|processed_pseudogene|chr12:11980238-11980665(+)",0.58,0.5245901639344263,427
INTERGENIC,"ENSG00000234498[1,1,1]|retro_human_7257|RPL13AP20-201|processed_pseudogene|chr12:12749030-12749739(+)",0.58,0.5401974612129761,709
INTERGENIC,"ENSG00000242991[1,1,1]|retro_human_9953|RPL7P40-201|processed_pseudogene|chr12:16999064-16999909(+)",0.41,0.3952662721893491,845
INTERGENIC,"ENSG00000227525[1,1,1]|retro_human_9955|RPL7P6-201|processed_pseudogene|chr12:18965814-18966652(+)",0.48,0.43675417661097854,838
INTERGENIC,"ENSG00000256353[1,1,1]|AC087258.1-201|processed_pseudogene|chr12:22980051-22980187(-)",0.51,0.47794117647058826,136
INTERGENIC,"ENSG00000256079[1,1,1]|FAM133GP-201|processed_pseudogene|chr12:25308593-25309351(-)",0.53,0.3641160949868074,758
INTERGENIC,"ENSG00000255725[1,1,1]|retro_human_8982|TDGP1-201|processed_pseudogene|chr12:25675830-25677159(+)",0.65,0.43115124153498874,1329
INTERGENIC,"ENSG00000270766[1,1,1]|retro_human_4084|AC024940.4-201|processed_pseudogene|chr12:31120911-31121257(+)",0.5,0.45375722543352603,346
INTERGENIC,"ENSG00000233381[2,3,3]|retro_human_6095|AK4P3-201|processed_pseudogene|chr12:31492258-31493027(-)",0.75,0.5188556566970091,769
INTERGENIC,"ENSG00000242314[1,1,1]|retro_human_2504|RPL12P32-201|processed_pseudogene|chr12:31824252-31824846(+)",0.49,0.4696969696969697,594
INTERGENIC,"ENSG00000271357[1,1,1]|AC048344.3-201|processed_pseudogene|chr12:31976581-31976932(-)",0.43,0.5185185185185185,351
INTERGENIC,"ENSG00000258794[1,1,1]|retro_human_9336|DUX4L27-201|processed_pseudogene|chr12:34085998-34087359(-)",0.57,0.6098457016899339,1361
INTERGENIC,"ENSG00000257173[1,1,1]|retro_human_9335|AK6P2-201|processed_pseudogene|chr12:38028162-38028733(-)",0.58,0.4238178633975482,571
INTERGENIC,"ENSG00000134297[1,1,2]|retro_human_7685|PLEKHA8P1-202|transcribed_processed_pseudogene|chr12:45131618-45133385(-)",0.65,0.4289756649688738,1767
INTERGENIC,"ENSG00000258016[1,1,1]|retro_human_10864|HIGD1AP1-201|processed_pseudogene|chr12:53106379-53106754(+)",0.46,0.43733333333333335,375
INTERGENIC,"ENSG00000257790[1,1,1]|retro_human_10862|EIF4A1P4-201|processed_pseudogene|chr12:53118817-53120130(+)",0.44,0.492003046458492,1313
INTERGENIC,"ENSG00000179899[1,1,1]|retro_human_3860|PHC1P1-201|processed_pseudogene|chr12:55378224-55381385(-)",0.55,0.5637456501107244,3161
INTERGENIC,"ENSG00000270458[1,1,1]|AC009779.6-201|processed_pseudogene|chr12:55628922-55629187(-)",0.44,0.4188679245283019,265
INTERGENIC,"ENSG00000257569[1,1,1]|retro_human_1945|GSTP1P1-201|processed_pseudogene|chr12:55866994-55867413(+)",0.42,0.568019093078759,419
INTERGENIC,"ENSG00000274569[1,1,1]|AC024884.1-201|processed_pseudogene|chr12:56381291-56381790(-)",0.51,0.5250501002004008,499
INTERGENIC,"ENSG00000257576[1,1,1]|retro_human_8171|HSPD1P4-201|processed_pseudogene|chr12:56478618-56480420(+)",0.65,0.4306326304106548,1802
INTERGENIC,"ENSG00000139239[1,1,1]|retro_human_8526|RPL14P1-201|processed_pseudogene|chr12:62944014-62944753(+)",0.5,0.4749661705006766,739
INTERGENIC,"ENSG00000241749[1,1,1]|retro_human_1780|RPSAP52-202|transcribed_processed_pseudogene|chr12:65737449-65738528(-)",0.4,0.4726598702502317,1079
INTERGENIC,"ENSG00000213343[1,1,1]|retro_human_2678|RPL21P18-201|processed_pseudogene|chr12:66016655-66017236(+)",0.45,0.41308089500860584,581
INTERGENIC,"ENSG00000237766[1,1,1]|retro_human_1772|GGTA2P-201|processed_pseudogene|chr12:67245178-67246403(-)",0.36,0.4424489795918367,1225
INTERGENIC,"ENSG00000237766[1,1,1]|retro_human_6136|GGTA2P-201|processed_pseudogene|chr12:67245178-67246403(-)",0.36,0.4424489795918367,1225
INTERGENIC,"ENSG00000256037[1,1,1]|retro_human_2679|MRPL40P1-201|processed_pseudogene|chr12:67330916-67331620(+)",0.47,0.5056818181818182,704
INTERGENIC,"ENSG00000236946[1,1,1]|retro_human_2680|HNRNPA1P70-201|transcribed_processed_pseudogene|chr12:68015232-68016420(+)",0.49,0.4595959595959596,1188
INTERGENIC,"ENSG00000257818[1,1,1]|retro_human_9556|C1GALT1P1-201|processed_pseudogene|chr12:69263281-69264471(+)",0.53,0.38571428571428573,1190
INTERGENIC,"ENSG00000258304[1,1,1]|retro_human_2626|AC233290.2-201|processed_pseudogene|chr12:76090714-76091204(+)",0.59,0.5163265306122449,490
INTERGENIC,"ENSG00000239473[1,1,1]|retro_human_9965|RPL7P38-201|processed_pseudogene|chr12:80007606-80008445(+)",0.42,0.4064362336114422,839
INTERGENIC,"ENSG00000258290[1,1,1]|BRWD1P2-201|processed_pseudogene|chr12:89901275-89901715(-)",0.7,0.525,440
INTERGENIC,"ENSG00000227825[1,1,1]|retro_human_8411|SLC9A7P1-201|transcribed_processed_pseudogene|chr12:98427024-98430435(-)",0.78,0.49399003224860744,3411
INTERGENIC,"ENSG00000227825[1,1,2]|SLC9A7P1-202|transcribed_processed_pseudogene|chr12:98428066-98430435(-)",0.78,0.5280709159983116,2369
INTERGENIC,"ENSG00000214203[1,1,1]|retro_human_8397|RPS4XP1-201|processed_pseudogene|chr12:99970220-99971107(-)",0.49,0.45208568207440814,887
INTERGENIC,"ENSG00000258153[1,1,1]|retro_human_1650|HSPE1P4-201|processed_pseudogene|chr12:101834483-101834891(-)",0.47,0.42401960784313725,408
INTERGENIC,"ENSG00000257595[1,1,1]|HSPA8P14-201|processed_pseudogene|chr12:111349706-111383918(+)",0.61,0.5770114942528736,435
INTERGENIC,"ENSG00000242461[1,1,1]|retro_human_3692|RPS15AP32-201|processed_pseudogene|chr12:113030663-113031137(+)",0.42,0.3924050632911392,474
INTERGENIC,"ENSG00000123009[1,1,1]|retro_human_5736|NME2P1-201|processed_pseudogene|chr12:120269424-120269938(+)",0.63,0.5505836575875487,514
INTERGENIC,"ENSG00000239881[2,1,1]|retro_human_5741|RPS27P25-201|transcribed_processed_pseudogene|chr12:120358514-120358915(+)",0.53,0.4713216957605985,401
INTERGENIC,"ENSG00000244585[1,1,1]|retro_human_5739|RPL12P33-201|processed_pseudogene|chr12:120905789-120906381(+)",0.55,0.4831081081081081,592
INTERGENIC,"ENSG00000256804[1,1,1]|retro_human_10759|AC138466.2-201|processed_pseudogene|chr12:132175848-132176249(-)",0.53,0.4837905236907731,401
INTERGENIC,"ENSG00000256563[1,1,1]|NANOGNBP2-201|processed_pseudogene|chr12:133029654-133030307(-)",0.37,0.38131699846860645,653
INTERGENIC,"ENSG00000226361[1,1,1]|retro_human_11149|TERF1P5-201|processed_pseudogene|chr13:17894331-17895638(+)",0.37,0.40780413159908185,1307
INTERGENIC,"ENSG00000228797[1,1,1]|retro_human_11150|FAM207BP-201|processed_pseudogene|chr13:17910964-17911569(+)",0.42,0.596694214876033,605
INTERGENIC,"ENSG00000227784[1,1,1]|ZNF965P-201|processed_pseudogene|chr13:17948019-17948936(+)",0.46,0.3893129770992366,917
INTERGENIC,"ENSG00000233469[1,1,1]|retro_human_10918|ST6GALNAC4P1-201|processed_pseudogene|chr13:19014284-19014882(-)",0.46,0.5869565217391305,598
INTERGENIC,"ENSG00000213621[1,1,1]|retro_human_2765|RPSAP54-201|processed_pseudogene|chr13:20154371-20155357(+)",0.49,0.5202839756592292,986
INTERGENIC,"ENSG00000180172[1,1,1]|retro_human_7626|RPS12P23-201|processed_pseudogene|chr13:20287352-20287852(-)",0.55,0.466,500
INTERGENIC,"ENSG00000226525[1,1,1]|retro_human_7624|RPS7P10-201|processed_pseudogene|chr13:20822691-20823394(-)",0.58,0.4566145092460882,703
INTERGENIC,"ENSG00000226507[1,1,1]|retro_human_1116|IPMKP1-201|processed_pseudogene|chr13:22035025-22035980(-)",0.37,0.37591623036649213,955
INTERGENIC,"ENSG00000234627[1,1,1]|retro_human_307|NUS1P3-201|processed_pseudogene|chr13:23535240-23536202(+)",0.69,0.5395010395010394,962
INTERGENIC,"ENSG00000232858[1,1,1]|retro_human_2188|RPL34P27-201|processed_pseudogene|chr13:24197240-24197723(-)",0.37,0.4161490683229814,483
INTERGENIC,"ENSG00000234152[1,1,1]|retro_human_2190|ELOBP1-201|processed_pseudogene|chr13:24575437-24575894(-)",0.65,0.6192560175054704,457
INTERGENIC,"ENSG00000180389[1,1,1]|retro_human_3034|ATP5F1EP2-201|processed_pseudogene|chr13:27166656-27166912(+)",0.6,0.46484375,256
INTERGENIC,"ENSG00000230283[1,1,1]|retro_human_9247|RPS12P24-201|processed_pseudogene|chr13:36440171-36440656(-)",0.43,0.3958762886597938,485
INTERGENIC,"ENSG00000214823[1,1,1]|retro_human_9298|NXT1P1-201|processed_pseudogene|chr13:38389204-38389620(-)",0.56,0.5192307692307693,416
INTERGENIC,"ENSG00000179611[1,1,1]|retro_human_6628|DGKZP1-201|processed_pseudogene|chr13:43187292-43190168(+)",0.79,0.6338664812239221,2876
INTERGENIC,"ENSG00000230793[1,1,1]|retro_human_1067|SMARCE1P5-201|processed_pseudogene|chr13:43814584-43815909(+)",0.46,0.46641509433962264,1325
INTERGENIC,"ENSG00000241353[1,1,1]|retro_human_1395|PPP1R2P4-201|processed_pseudogene|chr13:45658346-45659041(-)",0.64,0.46474820143884893,695
INTERGENIC,"ENSG00000205105[1,1,1]|retro_human_6627|COX17P1-201|processed_pseudogene|chr13:45711735-45712027(+)",0.56,0.5034246575342466,292
INTERGENIC,"ENSG00000225131[1,1,1]|retro_human_6826|PSME2P2-201|processed_pseudogene|chr13:47991162-47991962(+)",0.54,0.495,800
INTERGENIC,"ENSG00000224892[2,1,2]|RPS4XP16-201|transcribed_processed_pseudogene|chr13:50675394-50676285(+)",0.51,0.4478114478114478,891
INTERGENIC,"ENSG00000136149[1,1,1]|retro_human_5229|RPL13AP25-201|processed_pseudogene|chr13:53656722-53657438(-)",0.56,0.5460893854748603,716
INTERGENIC,"ENSG00000238213[1,1,1]|retro_human_7501|TARDBPP2-201|processed_pseudogene|chr13:59494399-59495730(+)",0.46,0.4598046581517656,1331
INTERGENIC,"ENSG00000213232[1,1,1]|retro_human_1020|PPP1R2P10-201|processed_pseudogene|chr13:63032541-63033236(-)",0.64,0.4633093525179856,695
INTERGENIC,"ENSG00000237849[1,1,1]|NFYAP1-201|processed_pseudogene|chr13:63197238-63198314(-)",0.47,0.43866171003717475,1076
INTERGENIC,"ENSG00000236433[1,1,1]|retro_human_6030|RPL37P21-201|processed_pseudogene|chr13:67553797-67554173(-)",0.33,0.3537234042553192,376
INTERGENIC,"ENSG00000232380[1,1,1]|retro_human_7505|ZDHHC20P4-201|processed_pseudogene|chr13:68207035-68208142(+)",0.7,0.42728093947606144,1107
INTERGENIC,"ENSG00000225501[1,1,1]|retro_human_6028|SNRPFP3-201|processed_pseudogene|chr13:68324008-68324337(-)",0.38,0.3677811550151976,329
INTERGENIC,"ENSG00000226617[1,1,1]|retro_human_1655|RPL21P110-201|processed_pseudogene|chr13:71925172-71925720(+)",0.45,0.42700729927007297,548
INTERGENIC,"ENSG00000232041[1,1,1]|retro_human_1654|PSMD10P3-201|processed_pseudogene|chr13:72257873-72258421(+)",0.49,0.4726277372262774,548
INTERGENIC,"ENSG00000236972[1,1,1]|retro_human_6037|FABP5P1-201|processed_pseudogene|chr13:72321996-72322507(-)",0.66,0.46966731898238745,511
INTERGENIC,"ENSG00000229708[1,1,1]|retro_human_2857|MARK2P12-201|processed_pseudogene|chr13:72629691-72630376(-)",0.47,0.45985401459854014,685
INTERGENIC,"ENSG00000227862[1,1,1]|retro_human_10834|HNRNPA1P31-201|processed_pseudogene|chr13:79848541-79849611(-)",0.45,0.42990654205607476,1070
INTERGENIC,"ENSG00000231222[1,1,1]|retro_human_7125|ARF4P4-201|processed_pseudogene|chr13:80118224-80118844(+)",0.58,0.4338709677419355,620
INTERGENIC,"ENSG00000237148[1,1,1]|retro_human_7126|HIGD1AP2-201|processed_pseudogene|chr13:80503258-80503638(+)",0.34,0.3973684210526316,380
INTERGENIC,"ENSG00000214182[1,1,2]|retro_human_2795|PTMAP5-202|transcribed_processed_pseudogene|chr13:80920178-80921440(+)",0.5,0.4358161648177496,1262
INTERGENIC,"ENSG00000214182[1,1,2]|PTMAP5-201|transcribed_processed_pseudogene|chr13:80920178-80921440(+)",0.5,0.4358161648177496,1262
INTERGENIC,"ENSG00000228241[1,1,1]|retro_human_2796|MOB1AP1-201|processed_pseudogene|chr13:85217378-85218013(+)",0.32,0.3464566929133858,635
INTERGENIC,"ENSG00000232204[1,1,1]|retro_human_4986|TET1P1-201|processed_pseudogene|chr13:87093663-87096064(-)",0.36,0.4323198667221991,2401
INTERGENIC,"ENSG00000233211[1,1,1]|retro_human_4988|GRPEL2P1-201|processed_pseudogene|chr13:88182453-88182892(-)",0.45,0.4715261958997722,439
INTERGENIC,"ENSG00000225530[1,1,1]|retro_human_4985|SP3P-201|processed_pseudogene|chr13:88565203-88567368(-)",0.73,0.4420323325635104,2165
INTERGENIC,"ENSG00000233549[1,1,1]|retro_human_10489|CYCSP35-201|processed_pseudogene|chr13:97839617-97840021(-)",0.43,0.452970297029703,404
INTERGENIC,"ENSG00000232087[1,1,1]|retro_human_2402|HCFC2P1-201|processed_pseudogene|chr13:107708035-107709727(+)",0.34,0.3611111111111111,1692
INTERGENIC,"ENSG00000227105[1,1,1]|retro_human_7865|PARP1P1-201|processed_pseudogene|chr13:110166772-110170091(+)",0.6,0.507080445917445,3319
INTERGENIC,"ENSG00000226158[1,1,1]|retro_human_7868|CLCP2-201|processed_pseudogene|chr13:113515655-113516176(+)",0.41,0.45873320537428025,521
INTERGENIC,"ENSG00000225210[1,10,10]|DUXAP9-202|transcribed_processed_pseudogene|chr14:13375414-13419213(+)",0.63,0.41442451420029897,2676
INTERGENIC,"ENSG00000225210[1,10,10]|DUXAP9-206|transcribed_processed_pseudogene|chr14:13375414-13419213(+)",0.63,0.41442451420029897,2676
INTERGENIC,"ENSG00000225210[2,1,2]|retro_human_8618|DUXAP9-208|transcribed_processed_pseudogene|chr14:13417202-13417916(+)",0.47,0.41456582633053224,714
INTERGENIC,"ENSG00000277156[1,1,1]|retro_human_8615|TOMM40P1-201|processed_pseudogene|chr14:13580207-13581357(+)",0.77,0.6260869565217392,1150
INTERGENIC,"ENSG00000178107[1,1,1]|CKAP2P1-201|processed_pseudogene|chr14:15305407-15314168(+)",0.45,0.4039301310043668,458
INTERGENIC,"ENSG00000259102[1,1,1]|retro_human_2792|SMARCE1P3-201|processed_pseudogene|chr14:15359847-15361178(+)",0.44,0.45154019534184825,1331
INTERGENIC,"ENSG00000256385[1,1,1]|retro_human_8454|UBE2NP1-201|processed_pseudogene|chr14:15809467-15810025(-)",0.61,0.471326164874552,558
INTERGENIC,"ENSG00000257179[1,1,1]|retro_human_3217|HMGN2P6-201|processed_pseudogene|chr14:19465235-19465608(-)",0.59,0.517426273458445,373
INTERGENIC,"ENSG00000197358[1,1,2]|retro_human_3154|BNIP3P1-202|transcribed_processed_pseudogene|chr14:22462222-22463907(+)",0.51,0.41839762611275966,1685
INTERGENIC,"ENSG00000197358[1,1,2]|BNIP3P1-201|transcribed_processed_pseudogene|chr14:22462222-22463907(+)",0.51,0.41839762611275966,1685
INTERGENIC,"ENSG00000259022[1,1,1]|retro_human_3545|DNAJC8P1-201|processed_pseudogene|chr14:29617959-29618431(+)",0.37,0.4364406779661017,472
INTERGENIC,"ENSG00000258300[1,1,1]|retro_human_3544|NUTF2P2-201|processed_pseudogene|chr14:30007525-30008009(+)",0.62,0.53099173553719,484
INTERGENIC,"ENSG00000259000[1,1,1]|retro_human_7849|DOCK11P1-201|processed_pseudogene|chr14:39052217-39058249(-)",0.39,0.3854442970822281,6032
INTERGENIC,"ENSG00000258608[1,1,1]|retro_human_4291|DNAJC19P9-201|processed_pseudogene|chr14:39482005-39482456(+)",0.59,0.4146341463414634,451
INTERGENIC,"ENSG00000213641[1,1,1]|retro_human_7266|RPL7AP4-201|processed_pseudogene|chr14:49749050-49749919(+)",0.47,0.4948216340621404,869
INTERGENIC,"ENSG00000242135[1,1,1]|retro_human_4827|RPL17P2-201|processed_pseudogene|chr14:54418707-54419258(-)",0.4,0.426497277676951,551
INTERGENIC,"ENSG00000258427[1,1,1]|retro_human_8442|RBM8B-201|processed_pseudogene|chr14:54604011-54604636(+)",0.58,0.5248,625
INTERGENIC,"ENSG00000224861[1,1,1]|retro_human_1049|YBX1P1-201|processed_pseudogene|chr14:60219766-60220826(-)",0.76,0.5632075471698114,1060
INTERGENIC,"ENSG00000119660[1,1,1]|retro_human_1427|DPPA5P4-201|processed_pseudogene|chr14:69501473-69501938(-)",0.48,0.546236559139785,465
INTERGENIC,"ENSG00000241081[1,1,1]|RPL22P2-201|processed_pseudogene|chr14:71096054-71096528(-)",0.44,0.3987341772151899,474
INTERGENIC,"ENSG00000205579[1,1,1]|retro_human_5650|DYNLL1P1-201|processed_pseudogene|chr14:75458408-75458777(-)",0.57,0.5040650406504065,369
INTERGENIC,"ENSG00000240914[1,1,1]|retro_human_6068|RPL15P2-201|processed_pseudogene|chr14:89030864-89031579(-)",0.48,0.4937062937062937,715
INTERGENIC,"ENSG00000232573[1,1,1]|retro_human_672|RPL3P4-201|processed_pseudogene|chr14:93204531-93205054(-)",0.54,0.5009560229445507,523
INTERGENIC,"ENSG00000270938[1,1,2]|RAP2CP1-201|transcribed_processed_pseudogene|chr14:97515201-97516034(+)",0.76,0.7130852340936374,833
INTERGENIC,"ENSG00000270938[1,1,2]|RAP2CP1-202|transcribed_processed_pseudogene|chr14:97515201-97516034(+)",0.76,0.7130852340936374,833
INTERGENIC,"ENSG00000243904[1,1,1]|retro_human_8089|RPSAP5-201|processed_pseudogene|chr14:97609897-97610881(-)",0.43,0.5172764227642277,984
INTERGENIC,"ENSG00000239365[1,1,1]|retro_human_8092|RPS26P49-201|processed_pseudogene|chr14:99076701-99077135(-)",0.42,0.47235023041474655,434
INTERGENIC,"ENSG00000196183[1,1,1]|retro_human_8093|RPS2P4-201|processed_pseudogene|chr14:99081860-99082821(-)",0.73,0.595213319458897,961
INTERGENIC,"ENSG00000228966[1,1,1]|retro_human_2662|HOMER2P1-201|processed_pseudogene|chr14:100780490-100781554(-)",0.64,0.5798872180451128,1064
INTERGENIC,"ENSG00000274099[1,1,1]|retro_human_7743|ABCB10P1-201|processed_pseudogene|chr15:20863654-20865935(+)",0.52,0.5523893029373081,2281
INTERGENIC,"ENSG00000261524[1,1,1]|retro_human_3825|ABCB10P3-201|processed_pseudogene|chr15:26145458-26147721(+)",0.6,0.5536897923110915,2263
INTERGENIC,"ENSG00000260053[1,1,1]|retro_human_2542|ABCB10P4-201|processed_pseudogene|chr15:26283318-26285602(-)",0.51,0.5512259194395797,2284
INTERGENIC,"ENSG00000260844[1,1,1]|AC055876.4-201|processed_pseudogene|chr15:26540114-26540906(-)",0.39,0.4936868686868687,792
INTERGENIC,"ENSG00000259904[1,1,1]|retro_human_3710|ACTG1P15-201|processed_pseudogene|chr15:32173967-32175130(-)",0.54,0.528804815133276,1163
INTERGENIC,"ENSG00000259592[1,1,1]|retro_human_3720|PRELID1P4-201|processed_pseudogene|chr15:32926859-32927471(-)",0.66,0.5588235294117647,612
INTERGENIC,"ENSG00000223518[1,1,2]|retro_human_8258|CSNK1A1P1-202|transcribed_processed_pseudogene|chr15:34622560-34623641(-)",0.5,0.4495837187789084,1081
INTERGENIC,"ENSG00000223518[1,1,2]|CSNK1A1P1-203|transcribed_processed_pseudogene|chr15:34622560-34623641(-)",0.5,0.4495837187789084,1081
INTERGENIC,"ENSG00000271236[1,1,1]|retro_human_5313|SUMO2P15-201|processed_pseudogene|chr15:38566569-38566947(+)",0.47,0.43386243386243384,378
INTERGENIC,"ENSG00000260490[1,1,1]|retro_human_9810|MYL12BP1-201|processed_pseudogene|chr15:40378889-40379496(+)",0.52,0.42668863261943984,607
INTERGENIC,"ENSG00000254793[1,1,1]|retro_human_2782|FDPSP4-201|processed_pseudogene|chr15:40746390-40747539(-)",0.47,0.5108790252393386,1149
INTERGENIC,"ENSG00000205871[1,1,1]|retro_human_2781|RPS3AP47-201|processed_pseudogene|chr15:40922943-40923834(-)",0.5,0.4163860830527497,891
INTERGENIC,"ENSG00000179362[3,1,1]|retro_human_10800|HMGN2P46-208|transcribed_processed_pseudogene|chr15:43363589-43364310(+)",0.31,0.42857142857142855,721
INTERGENIC,"ENSG00000230183[1,1,1]|retro_human_10237|CNOT6LP1-201|processed_pseudogene|chr15:53809109-53810671(-)",0.63,0.44878361075544176,1562
INTERGENIC,"ENSG00000234797[1,1,1]|retro_human_1546|RPS3AP6-201|processed_pseudogene|chr15:57569993-57570888(+)",0.47,0.4134078212290503,895
INTERGENIC,"ENSG00000235420[1,1,1]|retro_human_6551|RPL29P30-202|transcribed_processed_pseudogene|chr15:68619476-68620079(-)",0.51,0.5621890547263682,603
INTERGENIC,"ENSG00000243007[1,1,1]|retro_human_3411|RPL12P35-201|processed_pseudogene|chr15:70195968-70196564(-)",0.54,0.4899328859060403,596
INTERGENIC,"ENSG00000261205[1,1,1]|retro_human_3812|NIFKP4-201|processed_pseudogene|chr15:73121751-73123044(-)",0.61,0.4176334106728538,1293
INTERGENIC,"ENSG00000259790[1,1,2]|retro_human_3813|ANP32BP1-201|transcribed_processed_pseudogene|chr15:73191782-73192619(-)",0.59,0.43966547192353644,837
INTERGENIC,"ENSG00000259790[1,1,2]|ANP32BP1-202|transcribed_processed_pseudogene|chr15:73191782-73192619(-)",0.59,0.43966547192353644,837
INTERGENIC,"ENSG00000260815[1,1,1]|retro_human_795|PPIAP47-201|processed_pseudogene|chr15:73617449-73618044(+)",0.56,0.4773109243697479,595
INTERGENIC,"ENSG00000213307[1,1,1]|retro_human_2824|RPL18P11-201|processed_pseudogene|chr15:76524407-76525037(-)",0.59,0.5619047619047619,630
INTERGENIC,"ENSG00000243711[1,1,1]|retro_human_764|RPL21P116-201|processed_pseudogene|chr15:76726868-76727449(-)",0.46,0.41824440619621345,581
INTERGENIC,"ENSG00000259315[2,2,1]|ACTG1P17-203|transcribed_processed_pseudogene|chr15:80590077-80602932(-)",0.53,0.5360590573537762,1761
INTERGENIC,"ENSG00000259315[2,2,1]|ACTG1P17-202|transcribed_processed_pseudogene|chr15:80590077-80602932(-)",0.53,0.5360590573537762,1761
INTERGENIC,"ENSG00000259262[1,1,1]|retro_human_6200|NDUFA3P4-201|processed_pseudogene|chr15:88141775-88142125(+)",0.44,0.5228571428571429,350
INTERGENIC,"ENSG00000259057[1,1,1]|THRAP3P2-201|processed_pseudogene|chr15:89503568-89504783(-)",0.38,0.45596707818930043,1215
INTERGENIC,"ENSG00000258726[1,1,1]|retro_human_3066|DUXAP6-201|processed_pseudogene|chr15:90043892-90044593(+)",0.51,0.43794579172610554,701
INTERGENIC,"ENSG00000258527[1,1,1]|retro_human_8938|ASB9P1-201|processed_pseudogene|chr15:90557857-90558750(+)",0.61,0.5240761478163494,893
INTERGENIC,"ENSG00000258570[1,1,1]|retro_human_8941|H3P40-201|processed_pseudogene|chr15:91931399-91931902(+)",0.55,0.4711729622266402,503
INTERGENIC,"ENSG00000214424[1,1,1]|retro_human_8932|FAM149B1P1-201|processed_pseudogene|chr15:94521567-94523277(+)",0.62,0.4672514619883041,1710
INTERGENIC,"ENSG00000219027[1,1,1]|retro_human_5020|RPS3AP2-201|processed_pseudogene|chr16:1492493-1493347(+)",0.54,0.4765807962529274,854
INTERGENIC,"ENSG00000220793[1,1,1]|RPL21P119-201|processed_pseudogene|chr16:9189691-9190272(-)",0.46,0.42168674698795183,581
